,count,user
3490,1750,U2160@DOM1
5365,853,U2161@DOM1
1426,3639,U2162@DOM1
109,37292,U2163@DOM1
1902,2950,U2164@DOM1
2359,2496,U2165@DOM1
1042,4645,U2166@DOM1
490,11270,U2167@DOM1
8391,117,U2168@DOM1
7514,228,U2169@DOM1
637,8310,U216@DOM1
2303,2549,U2170@DOM1
6364,503,U2171@DOM1
2280,2566,U2172@DOM1
4904,1054,U2174@DOM1
5885,661,U2175@DOM1
1847,3015,U2176@DOM1
7265,272,U2177@DOM1
2294,2558,U2178@DOM1
7524,227,U2179@DOM1
698,7257,U217@DOM1
6968,335,U2180@DOM1
4122,1423,U2181@DOM1
2763,2184,U2182@DOM1
9375,44,U2183@DOM1
1082,4510,U2184@DOM1
4540,1220,U2185@DOM1
6939,341,U2186@DOM1
4357,1313,U2188@DOM1
3074,1995,U2189@DOM1
875,5366,U218@DOM1
5210,918,U2190@DOM1
4447,1263,U2191@DOM1
1863,2992,U2192@DOM1
3628,1678,U2193@DOM1
3630,1678,U2194@DOM1
765,6285,U2195@DOM1
1175,4210,U2196@DOM1
679,7497,U2197@C6535
2947,2072,U2198@DOM1
1147,4302,U2199@DOM1
7649,208,U219@DOM1
7589,217,U21@DOM1
4269,1352,U2200@DOM1
4922,1045,U2201@DOM1
5338,863,U2202@DOM1
3850,1567,U2203@DOM1
2488,2388,U2204@DOM1
3484,1753,U2205@DOM1
1016,4762,U2206@C6580
9563,37,U2207@DOM1
6821,368,U2208@DOM1
958,4935,U2209@DOM1
426,13763,U220@DOM1
3972,1501,U2210@DOM1
1956,2897,U2211@DOM1
8452,112,U2212@DOM1
534,10229,U2213@DOM1
8104,146,U2214@DOM1
9020,63,U2215@DOM1
6405,492,U2216@DOM1
1455,3590,U2217@DOM1
273,21091,U2218@DOM1
2577,2311,U2219@DOM1
509,10785,U221@DOM1
5748,707,U2220@DOM1
7337,259,U2221@DOM1
2189,2644,U2222@DOM1
1971,2883,U2223@DOM1
2463,2407,U2224@DOM1
5496,808,U2225@DOM1
6367,502,U2227@DOM1
4274,1350,U2228@DOM1
53,71881,U2229@DOM1
284,20130,U222@DOM1
5595,763,U2230@DOM1
9754,30,U2231@DOM1
5835,678,U2232@DOM1
2960,2067,U2233@DOM1
2171,2669,U2234@DOM1
4713,1142,U2235@DOM1
8485,108,U2236@DOM1
3985,1492,U2237@DOM1
2061,2789,U2238@DOM1
6846,363,U2239@DOM1
128,35144,U223@DOM1
924,5138,U2240@DOM1
3101,1980,U2241@DOM1
8340,121,U2242@C23160
862,5424,U2242@DOM1
2290,2560,U2243@DOM1
1368,3765,U2245@DOM1
2929,2083,U2246@DOM1
189,30638,U2247@DOM1
1250,4001,U2248@DOM1
4935,1036,U2249@DOM1
114,36507,U224@DOM1
2271,2570,U2250@DOM1
5702,724,U2251@DOM1
1719,3187,U2252@DOM1
4640,1178,U2253@DOM1
8876,73,U2254@DOM1
3308,1860,U2255@DOM1
5164,936,U2256@DOM1
2035,2814,U2257@DOM1
6647,415,U2258@DOM1
1990,2852,U2259@DOM1
780,6180,U225@DOM1
7976,163,U2260@C1891
468,11911,U2260@DOM1
5498,808,U2261@DOM1
656,7792,U2262@DOM1
2962,2066,U2263@DOM1
4512,1233,U2264@DOM1
3908,1537,U2265@DOM1
4783,1114,U2266@DOM1
4369,1307,U2267@DOM1
2149,2697,U2268@DOM1
1915,2938,U2269@DOM1
58,65721,U226@DOM1
7935,168,U2270@DOM1
8499,107,U2271@DOM1
8893,71,U2272@DOM1
9504,39,U2273@DOM1
9804,29,U2274@DOM1
2935,2077,U2275@DOM1
1072,4546,U2276@DOM1
4296,1340,U2277@DOM1
3641,1675,U2278@DOM1
7782,189,U2279@DOM1
9934,24,U227@DOM1
4634,1180,U2280@DOM1
1977,2878,U2281@DOM1
538,10196,U2282@DOM1
2378,2481,U2283@DOM1
3321,1852,U2284@DOM1
6631,422,U2285@DOM1
1198,4165,U2286@DOM1
5690,729,U2287@DOM1
152,33519,U2288@DOM1
2339,2510,U2289@DOM1
417,14334,U2290@DOM1
2863,2114,U2291@DOM1
566,9608,U2292@DOM1
4188,1387,U2293@DOM1
5263,892,U2294@DOM1
5805,692,U2295@DOM1
2668,2249,U2296@DOM1
1596,3363,U2297@DOM1
5705,724,U2298@DOM1
7925,169,U2299@DOM1
1046,4631,U229@DOM1
71,56482,U22@DOM1
3695,1646,U2301@DOM1
4272,1351,U2302@DOM1
9525,38,U2303@DOM1
9693,32,U2304@DOM1
2787,2163,U2305@DOM1
526,10414,U2306@DOM1
3260,1887,U2307@DOM1
5221,915,U2308@DOM1
6096,594,U2309@DOM1
3324,1850,U230@DOM1
1220,4102,U2310@DOM1
8053,152,U2311@DOM1
4238,1366,U2312@DOM1
4388,1295,U2313@DOM1
5276,887,U2314@DOM1
3325,1850,U2315@DOM1
8043,153,U2316@DOM1
8096,147,U2317@DOM1
4377,1301,U2318@DOM1
2504,2379,U2319@DOM1
5346,860,U231@DOM1
8817,77,U2320@DOM1
4370,1305,U2321@DOM1
901,5233,U2322@DOM1
5083,977,U2323@DOM1
7044,315,U2324@DOM1
2807,2153,U2325@DOM1
860,5425,U2326@DOM1
1646,3293,U2327@DOM1
1012,4771,U2328@DOM1
8852,74,U2329@C13789
6625,424,U2329@DOM1
6495,464,U232@DOM1
5945,637,U2330@DOM1
3427,1782,U2331@DOM1
622,8559,U2332@DOM1
2914,2092,U2333@DOM1
1845,3017,U2334@DOM1
3986,1492,U2337@DOM1
5060,987,U2338@DOM1
5065,985,U2339@DOM1
4496,1242,U233@DOM1
6120,585,U2340@DOM1
6566,441,U2341@DOM1
1983,2871,U2342@DOM1
5569,775,U2343@DOM1
2157,2688,U2344@DOM1
5311,874,U2345@DOM1
9003,64,U2346@DOM1
4703,1148,U2347@DOM1
3014,2030,U2348@DOM1
8328,122,U2349@DOM1
8347,120,U234@C1533
1645,3294,U2350@DOM1
8371,119,U2351@DOM1
195,30364,U2352@DOM1
3802,1592,U2353@DOM1
5834,678,U2354@DOM1
8442,113,U2355@DOM1
2531,2355,U2356@DOM1
4805,1103,U2357@DOM1
50,73479,U2358@DOM1
1093,4480,U2359@DOM1
4486,1249,U235@DOM1
6596,432,U2360@DOM1
3435,1779,U2361@DOM1
2925,2087,U2362@DOM1
1864,2990,U2363@DOM1
7384,252,U2364@DOM1
1575,3393,U2365@DOM1
3783,1603,U2366@DOM1
6210,555,U2367@DOM1
460,12176,U2368@DOM1
3913,1534,U2369@DOM1
390,15590,U236@DOM1
4337,1322,U2370@DOM1
3243,1894,U2371@DOM1
4492,1246,U2372@DOM1
818,5801,U2373@DOM1
5553,782,U2374@DOM1
7310,264,U2375@DOM1
7962,165,U2377@DOM1
2187,2646,U2378@DOM1
581,9256,U2379@DOM1
6154,573,U237@DOM1
6146,575,U2381@DOM1
8013,158,U2382@DOM1
5463,819,U2383@DOM1
2859,2118,U2384@DOM1
6558,443,U2385@DOM1
2393,2463,U2386@DOM1
1716,3189,U2387@DOM1
955,4953,U2388@DOM1
7571,220,U2389@DOM1
3172,1938,U238@DOM1
624,8504,U2390@DOM1
4135,1416,U2391@DOM1
8294,125,U2392@DOM1
2813,2150,U2393@DOM1
4933,1037,U2394@DOM1
5313,873,U2395@DOM1
143,34126,U2396@DOM1
2228,2606,U2397@DOM1
4645,1176,U2398@DOM1
9591,36,U2399@DOM1
9998,22,U239@DOM1
6713,396,U23@DOM1
5134,951,U2400@DOM1
2186,2646,U2401@DOM1
7068,310,U2402@DOM1
2145,2703,U2403@DOM1
699,7220,U2404@DOM1
4241,1365,U2405@DOM1
4610,1188,U2406@DOM1
242,24918,U2407@DOM1
4993,1009,U2408@DOM1
2971,2061,U2409@DOM1
2026,2820,U240@DOM1
3044,2017,U2410@DOM1
1153,4272,U2411@DOM1
3232,1903,U2412@DOM1
4097,1432,U2413@DOM1
3043,2018,U2414@DOM1
2124,2724,U2415@DOM1
933,5083,U2416@DOM1
3962,1507,U2417@DOM1
3277,1878,U2418@DOM1
7238,279,U2419@DOM1
5454,822,U241@DOM1
8234,131,U2420@DOM1
2745,2199,U2421@DOM1
1494,3515,U2422@DOM1
6046,608,U2423@DOM1
96,40735,U2424@DOM1
1869,2986,U2425@DOM1
9416,43,U2426@DOM1
4655,1170,U2427@DOM1
7819,183,U2428@DOM1
8435,114,U2429@DOM1
4518,1231,U242@DOM1
2988,2052,U2430@DOM1
661,7706,U2431@DOM1
4964,1021,U2432@DOM1
8210,134,U2433@DOM1
18,132393,U2435@DOM1
2099,2746,U2436@DOM1
4342,1320,U2437@DOM1
5069,984,U2438@DOM1
6292,524,U2439@DOM1
660,7707,U243@DOM1
8842,75,U2440@DOM1
3597,1692,U2441@DOM1
1209,4135,U2442@DOM1
1303,3903,U2443@DOM1
1848,3013,U2444@DOM1
4662,1166,U2445@DOM1
2645,2268,U2446@DOM1
2485,2388,U2447@DOM1
3439,1777,U2448@DOM1
1799,3083,U2449@DOM1
1452,3591,U244@C1950
10371,11,U244@C2769
2323,2527,U244@C2866
9059,61,U244@C4025
3983,1495,U2450@DOM1
6204,557,U2451@DOM1
7980,162,U2452@DOM1
6209,555,U2453@DOM1
5780,698,U2454@DOM1
2142,2705,U2455@DOM1
3707,1642,U2456@DOM1
5414,834,U2457@DOM1
6377,499,U2458@DOM1
8877,73,U2459@DOM1
5042,994,U245@DOM1
255,22875,U2460@DOM1
4224,1372,U2461@DOM1
1959,2895,U2462@DOM1
2493,2383,U2463@DOM1
117,36262,U2464@DOM1
6783,379,U2465@DOM1
5588,766,U2466@DOM1
4636,1179,U2467@DOM1
4308,1336,U2468@DOM1
4515,1231,U2469@DOM1
9124,58,U246@DOM1
7740,195,U2470@DOM1
233,26309,U2471@DOM1
340,17925,U2472@DOM1
1503,3501,U2473@DOM1
2920,2089,U2474@DOM1
3377,1810,U2475@DOM1
4903,1054,U2476@DOM1
7858,178,U2477@DOM1
5992,622,U2478@DOM1
9218,53,U2479@DOM1
3254,1891,U247@DOM1
6472,472,U2480@DOM1
8938,69,U2481@DOM1
6855,361,U2483@DOM1
4581,1200,U2484@DOM1
5482,812,U2485@DOM1
4416,1280,U2486@DOM1
3643,1675,U2487@DOM1
8436,114,U2488@DOM1
2785,2164,U2489@DOM1
702,7185,U248@DOM1
8805,78,U2490@DOM1
3496,1747,U2491@DOM1
3674,1658,U2492@DOM1
5833,678,U2493@DOM1
4458,1261,U2494@DOM1
6172,568,U2495@DOM1
3392,1801,U2496@DOM1
841,5619,U2497@DOM1
1370,3759,U2498@DOM1
973,4863,U2499@DOM1
4142,1410,U249@DOM1
157,33318,U24@DOM1
7566,221,U2500@DOM1
3932,1521,U2501@DOM1
1567,3399,U2502@DOM1
2567,2320,U2504@DOM1
2639,2271,U2505@DOM1
6613,426,U2506@DOM1
3532,1728,U2507@DOM1
6002,619,U2508@DOM1
4332,1326,U2509@DOM1
2454,2412,U250@DOM1
151,33525,U2510@DOM1
2096,2751,U2511@DOM1
1139,4333,U2512@DOM1
8919,70,U2513@DOM1
2080,2766,U2514@DOM1
3989,1490,U2515@DOM1
5870,666,U2516@DOM1
2921,2089,U2517@DOM1
799,6021,U2518@DOM1
909,5211,U2519@DOM1
603,8893,U251@DOM1
6089,595,U2520@DOM1
4462,1260,U2521@DOM1
180,31143,U2523@DOM1
7489,233,U2524@DOM1
423,13876,U2525@DOM1
7938,168,U2526@DOM1
3864,1557,U2527@DOM1
7363,256,U2528@DOM1
1050,4608,U2529@DOM1
9664,33,U252@DOM1
5485,812,U2531@DOM1
1073,4542,U2532@DOM1
3329,1848,U2533@DOM1
1113,4395,U2534@DOM1
8153,140,U2535@DOM1
9770,29,U2536@DOM1
173,31586,U2537@DOM1
5750,706,U2538@DOM1
932,5084,U2539@DOM1
3160,1944,U253@DOM1
4644,1176,U2540@DOM1
3731,1629,U2541@DOM1
293,19556,U2542@DOM1
2478,2397,U2543@DOM1
5550,784,U2544@DOM1
5917,648,U2545@DOM1
7689,203,U2546@DOM1
2220,2614,U2547@DOM1
3572,1706,U2548@DOM1
1160,4251,U2549@DOM1
462,12084,U254@DOM1
4599,1195,U2550@DOM1
5362,855,U2551@DOM1
3062,2003,U2552@DOM1
1767,3121,U2553@DOM1
7779,189,U2554@DOM1
8120,144,U2555@DOM1
1613,3343,U2556@DOM1
4908,1053,U2557@DOM1
4683,1155,U2558@DOM1
3034,2020,U2559@DOM1
5222,913,U255@DOM1
4155,1406,U2560@DOM1
3841,1570,U2561@DOM1
2535,2351,U2562@DOM1
5789,695,U2563@DOM1
10494,7,U2564@DOM1
1308,3893,U2565@DOM1
2888,2106,U2566@DOM1
5020,1002,U2567@DOM1
2764,2182,U2568@DOM1
1385,3714,U2569@DOM1
2447,2418,U256@DOM1
10188,16,U2570@DOM1
1728,3177,U2571@DOM1
2050,2803,U2572@DOM1
1838,3030,U2573@DOM1
7474,235,U2574@DOM1
9723,31,U2575@C2288
10481,7,U2575@C24993
3084,1989,U2575@DOM1
7906,171,U2576@DOM1
1418,3656,U2577@DOM1
2659,2254,U2578@DOM1
2529,2358,U2579@DOM1
3418,1784,U257@DOM1
7010,324,U2580@DOM1
6570,439,U2581@DOM1
1018,4755,U2582@DOM1
2060,2791,U2583@DOM1
2196,2636,U2584@DOM1
3523,1732,U2585@DOM1
9306,47,U2586@C17506
7854,178,U2586@DOM1
2159,2684,U2587@DOM1
3309,1860,U2588@DOM1
6717,395,U2589@DOM1
5105,965,U258@DOM1
2641,2271,U2590@DOM1
1254,3988,U2591@DOM1
1460,3578,U2592@DOM1
1428,3637,U2593@DOM1
599,8941,U2594@DOM1
1419,3648,U2595@DOM1
2790,2160,U2596@DOM1
8220,133,U2597@DOM1
4735,1132,U2598@DOM1
4186,1388,U2599@DOM1
1975,2880,U259@DOM1
4754,1125,U25@DOM1
5861,668,U25@DOM3
4397,1290,U2600@DOM1
3201,1921,U2601@DOM1
9519,39,U2602@DOM1
3721,1632,U2603@DOM1
4172,1395,U2604@DOM1
3521,1733,U2605@DOM1
7600,216,U2606@DOM1
804,5970,U2607@DOM1
4455,1262,U2608@DOM1
5002,1007,U260@DOM1
441,12942,U2610@DOM1
1712,3193,U2611@DOM1
3555,1713,U2612@DOM1
703,7180,U2613@DOM1
6449,479,U2614@DOM1
3068,1999,U2615@DOM1
3798,1593,U2617@DOM1
136,34420,U2618@DOM1
1954,2898,U261@DOM1
6886,355,U2620@DOM1
2915,2092,U2621@DOM1
1003,4793,U2622@DOM1
1212,4131,U2623@DOM1
4918,1049,U2624@DOM1
1064,4577,U2625@DOM1
6897,353,U2626@DOM1
1970,2883,U2627@DOM1
338,18031,U2628@DOM1
3142,1954,U2629@DOM1
5066,985,U262@DOM1
5088,975,U2630@DOM1
4014,1472,U2631@DOM1
1481,3537,U2632@DOM1
9534,38,U2633@DOM1
9333,46,U2634@C8988
4714,1141,U2634@DOM1
8352,120,U2635@C6928
8702,86,U2635@C6957
2137,2710,U2636@DOM1
1083,4510,U2637@DOM1
6504,461,U2638@DOM1
8844,75,U2639@DOM1
6487,466,U263@DOM1
2188,2645,U2640@DOM1
5214,916,U2641@DOM1
354,17333,U2642@DOM1
6849,362,U2643@DOM1
767,6279,U2644@DOM1
1884,2973,U2645@DOM1
4816,1095,U2646@DOM1
5250,898,U2647@DOM1
5197,923,U2648@DOM1
2573,2318,U2649@DOM1
8557,102,U264@DOM1
1943,2910,U2650@DOM1
3732,1629,U2651@DOM1
8638,94,U2652@DOM1
3653,1671,U2653@DOM1
1622,3334,U2654@DOM1
3728,1630,U2655@DOM1
9194,54,U2656@DOM1
2008,2835,U2657@DOM1
8179,138,U2658@DOM1
2699,2232,U2659@DOM1
1777,3109,U265@DOM1
5528,791,U2660@DOM1
3775,1610,U2661@DOM1
3770,1611,U2662@DOM1
540,10112,U2663@DOM1
8618,96,U2664@C22160
5781,698,U2664@DOM1
2217,2616,U2665@DOM1
7148,297,U2666@DOM1
1383,3717,U2667@DOM1
7630,211,U2668@DOM1
9320,47,U2669@DOM1
3264,1885,U266@DOM1
2436,2430,U2670@DOM1
3347,1830,U2671@DOM1
2511,2370,U2672@DOM1
3430,1781,U2673@DOM1
2588,2305,U2674@DOM1
2633,2278,U2675@DOM1
3992,1489,U2676@DOM1
7850,180,U2677@DOM1
4910,1052,U2678@DOM1
726,6897,U2679@DOM1
3595,1693,U267@DOM1
8561,101,U2680@DOM1
3340,1839,U2681@DOM1
7679,204,U2682@DOM1
3196,1924,U2683@DOM1
5663,737,U2684@DOM1
2492,2385,U2685@DOM1
6466,474,U2686@DOM1
3752,1620,U2687@DOM1
467,11948,U2688@DOM1
5005,1007,U2689@DOM1
2388,2467,U268@DOM1
6515,457,U2690@DOM1
8634,94,U2691@DOM1
8550,102,U2692@DOM1
8029,155,U2693@DOM1
1638,3310,U2694@DOM1
5041,994,U2695@DOM1
1961,2893,U2696@DOM1
2703,2228,U2697@DOM1
5163,937,U2699@DOM1
2450,2415,U269@DOM1
6116,586,U26@DOM1
7115,302,U2700@DOM1
6712,396,U2701@DOM1
8327,122,U2702@DOM1
7918,170,U2703@DOM1
3719,1633,U2704@DOM1
3071,1997,U2705@DOM1
6297,523,U2706@DOM1
7027,320,U2707@DOM1
8598,99,U2708@DOM1
1861,2993,U2709@DOM1
6397,495,U270@DOM1
8826,77,U2710@DOM1
3865,1557,U2711@DOM1
3156,1946,U2713@DOM1
2565,2321,U2714@DOM1
1603,3351,U2715@DOM1
2153,2691,U2716@DOM1
4477,1253,U2717@DOM1
5302,878,U2718@DOM1
1423,3643,U2719@DOM1
2012,2833,U271@DOM1
7204,286,U2720@DOM1
1500,3506,U2721@DOM1
1345,3832,U2722@DOM1
3297,1867,U2723@DOM1
8062,151,U2724@DOM1
1374,3750,U2726@DOM1
4295,1340,U2727@DOM1
8793,79,U2728@DOM1
3863,1558,U2729@DOM1
4625,1182,U272@DOM1
2042,2807,U2730@DOM1
2110,2739,U2731@DOM1
6828,366,U2732@DOM1
2818,2147,U2733@DOM1
5189,926,U2734@DOM1
553,9791,U2735@DOM1
5308,876,U2736@DOM1
7829,182,U2737@DOM1
1014,4769,U2738@DOM1
6585,435,U2739@DOM1
6143,575,U273@DOM1
8724,84,U2740@DOM1
1592,3366,U2741@DOM1
4881,1069,U2742@DOM1
5254,895,U2743@DOM1
4007,1478,U2744@DOM1
4437,1269,U2745@DOM1
5153,941,U2746@DOM1
1747,3154,U2747@DOM1
2872,2111,U2748@DOM1
5924,644,U2749@DOM1
548,9882,U274@DOM1
1410,3670,U2750@DOM1
1186,4181,U2751@DOM1
6262,533,U2752@DOM1
3171,1939,U2753@DOM1
6932,342,U2754@DOM1
4101,1431,U2755@DOM1
3025,2027,U2756@DOM1
422,14011,U2757@DOM1
1948,2905,U2758@DOM1
6853,362,U2759@DOM1
2650,2263,U275@DOM1
5183,928,U2760@DOM1
2043,2807,U2761@DOM1
299,19296,U2762@DOM1
3629,1678,U2763@DOM1
4266,1353,U2764@DOM1
3776,1610,U2765@DOM1
274,20960,U2766@DOM1
4281,1347,U2767@DOM1
9877,26,U2768@DOM1
3000,2042,U2769@DOM1
757,6382,U276@C1654
921,5168,U2770@DOM1
1529,3448,U2771@DOM1
2247,2593,U2772@DOM1
9677,32,U2773@DOM1
4205,1380,U2774@DOM1
6738,389,U2775@DOM1
5557,782,U2776@DOM1
2109,2740,U2777@DOM1
3566,1707,U2778@DOM1
5241,902,U2779@DOM1
154,33405,U277@DOM1
1524,3460,U2780@DOM1
2298,2556,U2781@DOM1
6272,530,U2782@DOM1
3338,1841,U2783@DOM1
3937,1518,U2784@DOM1
2985,2053,U2785@DOM1
9086,60,U2786@DOM1
844,5612,U2787@DOM1
4761,1121,U2788@DOM1
155,33375,U2789@DOM1
398,15290,U278@DOM1
5976,625,U2790@DOM1
4068,1445,U2791@DOM1
591,9045,U2792@DOM1
5786,697,U2793@DOM1
9648,34,U2794@C15806
2354,2500,U2794@DOM1
2866,2113,U2795@DOM1
1306,3895,U2796@DOM1
9822,28,U2797@C14276
3165,1943,U2797@DOM1
3882,1549,U2798@DOM1
59,63699,U2799@DOM1
102,38499,U279@DOM1
9361,45,U27@C26012
112,37082,U27@DOM1
5839,676,U2800@DOM1
5657,740,U2801@DOM1
4726,1136,U2802@DOM1
754,6422,U2803@DOM1
2200,2631,U2804@DOM1
5452,822,U2805@DOM1
7572,220,U2806@DOM1
6725,393,U2807@DOM1
7656,207,U2808@DOM1
3688,1648,U2809@DOM1
146,34022,U280@DOM1
6501,462,U2810@DOM1
1310,3890,U2811@DOM1
10086,19,U2812@DOM1
3742,1625,U2813@DOM1
1393,3689,U2814@DOM1
1729,3176,U2815@DOM1
498,11032,U2816@DOM1
6411,490,U2817@DOM1
6820,368,U2818@DOM1
2853,2123,U2819@DOM1
620,8561,U281@DOM1
9296,48,U2821@DOM1
1105,4424,U2822@DOM1
2330,2516,U2823@DOM1
4076,1441,U2824@DOM1
9090,59,U2825@DOM1
3963,1506,U2826@DOM1
1077,4531,U2827@DOM1
6448,479,U2828@DOM1
119,36173,U282@DOM1
835,5669,U2830@DOM1
8820,77,U2831@DOM1
6273,530,U2832@DOM1
4694,1151,U2833@DOM1
5944,638,U2834@DOM1
6778,380,U2836@DOM1
9379,44,U2837@DOM1
4943,1032,U2838@DOM1
2638,2274,U2839@DOM1
4697,1149,U283@DOM1
518,10506,U2840@DOM1
7322,262,U2841@DOM1
5517,797,U2842@DOM1
2491,2387,U2843@DOM1
6843,364,U2844@DOM1
2620,2284,U2845@DOM1
3516,1736,U2847@DOM1
8509,106,U2848@DOM1
5814,687,U2849@DOM1
334,18096,U284@DOM1
1942,2911,U2850@DOM1
6306,520,U2852@DOM1
7360,257,U2853@DOM1
420,14156,U2854@DOM1
1472,3559,U2855@DOM1
898,5264,U2856@DOM1
6531,452,U2857@DOM1
6015,616,U2858@DOM1
3328,1848,U2859@DOM1
5970,627,U285@DOM1
4722,1138,U2860@DOM1
6203,559,U2861@DOM1
5108,963,U2862@DOM1
1955,2897,U2863@DOM1
4400,1289,U2864@DOM1
6995,327,U2866@DOM1
5737,712,U2867@DOM1
935,5070,U2868@DOM1
5677,734,U2869@DOM1
222,28363,U286@DOM1
4407,1284,U2870@DOM1
6701,401,U2871@DOM1
3774,1610,U2872@DOM1
3253,1891,U2873@DOM1
2930,2081,U2874@DOM1
773,6208,U2875@DOM1
2546,2339,U2876@DOM1
2709,2223,U2877@DOM1
928,5103,U2878@DOM1
1024,4727,U2879@DOM1
5200,921,U287@DOM1
6624,424,U2880@DOM1
5305,876,U2881@DOM1
1738,3165,U2882@DOM1
3546,1720,U2883@DOM1
4624,1182,U2884@DOM1
6600,430,U2885@DOM1
9266,50,U2886@DOM1
1636,3312,U2887@DOM1
2205,2627,U2888@DOM1
2547,2338,U2889@DOM1
9886,26,U288@C443
48,75936,U288@DOM1
4083,1439,U2890@DOM1
7392,251,U2891@DOM1
3163,1943,U2892@DOM1
4354,1314,U2893@DOM1
6074,599,U2894@DOM1
5975,625,U2895@DOM1
643,8235,U2896@DOM1
1928,2928,U2897@DOM1
2667,2249,U2898@DOM1
5110,962,U2899@DOM1
813,5876,U289@DOM1
1485,3533,U28@DOM1
464,12025,U2900@DOM1
524,10435,U2901@DOM1
5178,930,U2902@DOM1
892,5294,U2903@DOM1
1076,4534,U2904@DOM1
8342,121,U2905@DOM1
6383,497,U2906@DOM1
10217,15,U2907@DOM1
2506,2375,U2908@DOM1
7045,315,U2909@DOM1
8070,150,U290@DOM1
1271,3959,U2910@DOM1
8414,115,U2911@DOM1
7258,273,U2912@DOM1
1194,4169,U2913@DOM1
5285,884,U2914@DOM1
1545,3425,U2915@DOM1
550,9808,U2916@DOM1
90,43709,U2917@DOM1
4913,1051,U2918@DOM1
3687,1649,U2919@DOM1
10053,20,U291@DOM1
9350,45,U2920@DOM1
1373,3758,U2921@DOM1
8415,115,U2922@DOM1
1672,3247,U2923@DOM1
2575,2316,U2924@DOM1
1727,3178,U2926@DOM1
202,30101,U2927@DOM1
1773,3114,U2928@DOM1
4520,1230,U2929@DOM1
6180,565,U2930@DOM1
4818,1094,U2931@DOM1
388,15688,U2932@DOM1
8236,131,U2933@DOM1
28,98077,U2934@DOM1
3897,1540,U2935@DOM1
3113,1973,U2936@DOM1
104,38336,U2937@DOM1
3763,1613,U2938@DOM1
1253,3992,U2939@DOM1
346,17729,U293@DOM1
3248,1893,U2940@DOM1
3898,1540,U2941@DOM1
8567,101,U2942@DOM1
2589,2303,U2943@DOM1
9412,43,U2944@C21706
788,6107,U2944@DOM1
4527,1225,U2945@DOM1
215,28976,U2946@DOM1
937,5042,U2947@DOM1
4741,1129,U2948@DOM1
891,5294,U2949@DOM1
3069,1998,U294@DOM1
5967,630,U2950@DOM1
5067,985,U2951@DOM1
5685,731,U2952@DOM1
3252,1892,U2953@DOM1
4028,1467,U2954@DOM1
6340,509,U2955@DOM1
2299,2555,U2956@DOM1
433,13537,U2957@DOM1
8363,119,U2957@DOM3
2916,2092,U2958@DOM1
3212,1914,U2959@DOM1
3831,1574,U295@DOM1
4285,1346,U2960@DOM1
3182,1934,U2961@DOM1
783,6164,U2962@DOM1
3322,1852,U2963@DOM1
3296,1867,U2964@DOM1
461,12149,U2965@DOM1
1051,4604,U2966@DOM1
4439,1267,U2967@DOM1
2414,2449,U2968@DOM1
7612,214,U2969@DOM1
5223,913,U296@DOM1
7743,195,U2970@DOM1
4763,1121,U2971@DOM1
2048,2804,U2972@DOM1
5423,832,U2973@DOM1
2356,2499,U2974@DOM1
2719,2213,U2975@DOM1
5794,694,U2976@DOM1
5646,742,U2977@DOM1
6884,356,U2978@DOM1
1146,4310,U2979@DOM1
5889,659,U297@DOM1
5647,742,U2980@DOM1
6780,380,U2981@DOM1
3388,1803,U2982@DOM1
6032,612,U2983@DOM1
4643,1176,U2984@DOM1
5411,835,U2985@DOM1
5766,702,U2986@DOM1
3137,1958,U2987@DOM1
4066,1446,U2988@DOM1
7726,198,U2989@DOM1
6678,405,U298@DOM1
6837,365,U2990@DOM1
4489,1248,U2991@DOM1
5015,1003,U2992@DOM1
4994,1009,U2993@DOM1
7932,169,U2995@DOM1
2926,2085,U2996@DOM1
110,37226,U2997@DOM1
2057,2797,U2998@DOM1
5947,637,U2999@DOM1
6023,614,U299@DOM1
4441,1267,U29@DOM1
7804,185,U2@DOM1
4554,1212,U3000@DOM1
8301,125,U3001@DOM1
5661,738,U3002@DOM1
2385,2474,U3003@DOM1
6374,501,U3004@DOM1
2097,2750,U3005@DOM1
8005,159,U3006@DOM1
3390,1802,U3007@DOM1
1344,3833,U3008@DOM1
2346,2505,U3009@DOM1
7403,249,U300@DOM1
4349,1316,U3010@DOM1
3495,1748,U3011@DOM1
2481,2396,U3012@DOM1
3914,1534,U3013@DOM1
1629,3323,U3014@DOM1
893,5293,U3015@DOM1
1421,3645,U3016@DOM1
6921,345,U3018@DOM1
4526,1226,U3019@DOM1
6610,427,U301@DOM1
415,14533,U3020@DOM1
5659,739,U3021@DOM1
1061,4580,U3022@DOM1
6864,359,U3023@DOM1
406,15044,U3024@DOM1
4392,1292,U3025@DOM1
407,15043,U3026@C3260
5566,776,U3027@DOM1
8362,119,U3028@DOM1
4095,1433,U3029@DOM1
10451,8,U302@DOM1
4319,1331,U3030@DOM1
3842,1570,U3031@DOM1
1406,3675,U3032@DOM1
6248,541,U3033@DOM1
1454,3591,U3034@DOM1
5650,741,U3035@DOM1
3991,1490,U3036@DOM1
8795,79,U3037@DOM1
5202,920,U3038@DOM1
3886,1547,U3039@DOM1
1059,4587,U303@DOM1
7093,306,U3040@DOM1
2133,2711,U3041@DOM1
1448,3604,U3042@DOM1
7042,316,U3043@DOM1
3636,1676,U3044@DOM1
6020,615,U3046@DOM1
2692,2236,U3047@DOM1
